"","pSteal","pRebound","jWin"
"1416",0.01,0.14,0.678
"1417",0.02,0.14,0.649
"1418",0.03,0.14,0.684
"1419",0.04,0.14,0.691
"1420",0.05,0.14,0.702
"1421",0.06,0.14,0.69
"1422",0.07,0.14,0.712
"1423",0.08,0.14,0.707
"1424",0.09,0.14,0.726
"1425",0.1,0.14,0.71
"1426",0.11,0.14,0.72
"1427",0.12,0.14,0.711
"1428",0.13,0.14,0.709
"1429",0.14,0.14,0.701
"1430",0.15,0.14,0.709
"1431",0.16,0.14,0.729
"1432",0.17,0.14,0.741
"1433",0.18,0.14,0.751
"1434",0.19,0.14,0.731
"1435",0.2,0.14,0.75
"1436",0.21,0.14,0.734
"1437",0.22,0.14,0.761
"1438",0.23,0.14,0.742
"1439",0.24,0.14,0.755
"1440",0.25,0.14,0.76
"1441",0.26,0.14,0.774
"1442",0.27,0.14,0.775
"1443",0.28,0.14,0.781
"1444",0.29,0.14,0.803
"1445",0.3,0.14,0.797
"1446",0.31,0.14,0.809
"1447",0.32,0.14,0.755
"1448",0.33,0.14,0.783
"1449",0.34,0.14,0.788
"1450",0.35,0.14,0.782
"1451",0.36,0.14,0.784
"1452",0.37,0.14,0.791
"1453",0.38,0.14,0.813
"1454",0.39,0.14,0.816
"1455",0.4,0.14,0.817
"1456",0.41,0.14,0.818
"1457",0.42,0.14,0.821
"1458",0.43,0.14,0.808
"1459",0.44,0.14,0.798
"1460",0.45,0.14,0.825
"1461",0.46,0.14,0.823
"1462",0.47,0.14,0.831
"1463",0.48,0.14,0.826
"1464",0.49,0.14,0.838
"1465",0.5,0.14,0.837
"1466",0.51,0.14,0.848
"1467",0.52,0.14,0.853
"1468",0.53,0.14,0.835
"1469",0.54,0.14,0.858
"1470",0.55,0.14,0.866
"1471",0.56,0.14,0.837
"1472",0.57,0.14,0.863
"1473",0.58,0.14,0.855
"1474",0.59,0.14,0.866
"1475",0.6,0.14,0.865
"1476",0.61,0.14,0.841
"1477",0.62,0.14,0.884
"1478",0.63,0.14,0.884
"1479",0.64,0.14,0.889
"1480",0.65,0.14,0.885
"1481",0.66,0.14,0.887
"1482",0.67,0.14,0.894
"1483",0.68,0.14,0.915
"1484",0.69,0.14,0.904
"1485",0.7,0.14,0.898
"1486",0.71,0.14,0.904
"1487",0.72,0.14,0.902
"1488",0.73,0.14,0.919
"1489",0.74,0.14,0.923
"1490",0.75,0.14,0.922
"1491",0.76,0.14,0.912
"1492",0.77,0.14,0.921
"1493",0.78,0.14,0.93
"1494",0.79,0.14,0.933
"1495",0.8,0.14,0.945
"1496",0.81,0.14,0.942
"1497",0.82,0.14,0.945
"1498",0.83,0.14,0.957
"1499",0.84,0.14,0.938
"1500",0.85,0.14,0.945
"1501",0.86,0.14,0.953
"1502",0.87,0.14,0.953
"1503",0.88,0.14,0.968
"1504",0.89,0.14,0.958
"1505",0.9,0.14,0.979
"1506",0.91,0.14,0.968
"1507",0.92,0.14,0.977
"1508",0.93,0.14,0.976
"1509",0.94,0.14,0.978
"1510",0.95,0.14,0.983
"1511",0.96,0.14,0.991
"1512",0.97,0.14,0.99
"1513",0.98,0.14,0.99
"1514",0.99,0.14,0.991
"1515",1,0.14,1
"1516",0,0.15,0.674
"1517",0.01,0.15,0.661
"1518",0.02,0.15,0.695
"1519",0.03,0.15,0.662
"1520",0.04,0.15,0.668
"1521",0.05,0.15,0.715
"1522",0.06,0.15,0.691
"1523",0.07,0.15,0.712
"1524",0.08,0.15,0.73
"1525",0.09,0.15,0.704
"1526",0.1,0.15,0.681
"1527",0.11,0.15,0.737
"1528",0.12,0.15,0.739
"1529",0.13,0.15,0.703
"1530",0.14,0.15,0.719
"1531",0.15,0.15,0.721
"1532",0.16,0.15,0.761
"1533",0.17,0.15,0.716
"1534",0.18,0.15,0.739
"1535",0.19,0.15,0.742
"1536",0.2,0.15,0.73
"1537",0.21,0.15,0.735
"1538",0.22,0.15,0.738
"1539",0.23,0.15,0.731
"1540",0.24,0.15,0.752
"1541",0.25,0.15,0.755
"1542",0.26,0.15,0.74
"1543",0.27,0.15,0.781
"1544",0.28,0.15,0.769
"1545",0.29,0.15,0.745
"1546",0.3,0.15,0.778
"1547",0.31,0.15,0.769
"1548",0.32,0.15,0.783
"1549",0.33,0.15,0.783
"1550",0.34,0.15,0.777
"1551",0.35,0.15,0.802
"1552",0.36,0.15,0.798
"1553",0.37,0.15,0.788
"1554",0.38,0.15,0.804
"1555",0.39,0.15,0.795
"1556",0.4,0.15,0.816
"1557",0.41,0.15,0.804
"1558",0.42,0.15,0.808
"1559",0.43,0.15,0.833
"1560",0.44,0.15,0.834
"1561",0.45,0.15,0.836
"1562",0.46,0.15,0.833
"1563",0.47,0.15,0.81
"1564",0.48,0.15,0.844
"1565",0.49,0.15,0.842
"1566",0.5,0.15,0.819
"1567",0.51,0.15,0.839
"1568",0.52,0.15,0.84
"1569",0.53,0.15,0.852
"1570",0.54,0.15,0.878
"1571",0.55,0.15,0.85
"1572",0.56,0.15,0.862
"1573",0.57,0.15,0.864
"1574",0.58,0.15,0.847
"1575",0.59,0.15,0.863
"1576",0.6,0.15,0.866
"1577",0.61,0.15,0.871
"1578",0.62,0.15,0.881
"1579",0.63,0.15,0.875
"1580",0.64,0.15,0.899
"1581",0.65,0.15,0.895
"1582",0.66,0.15,0.899
"1583",0.67,0.15,0.893
"1584",0.68,0.15,0.908
"1585",0.69,0.15,0.901
"1586",0.7,0.15,0.904
"1587",0.71,0.15,0.901
"1588",0.72,0.15,0.891
"1589",0.73,0.15,0.903
"1590",0.74,0.15,0.912
"1591",0.75,0.15,0.915
"1592",0.76,0.15,0.929
"1593",0.77,0.15,0.914
"1594",0.78,0.15,0.922
"1595",0.79,0.15,0.936
"1596",0.8,0.15,0.93
"1597",0.81,0.15,0.944
"1598",0.82,0.15,0.932
"1599",0.83,0.15,0.934
"1600",0.84,0.15,0.944
"1601",0.85,0.15,0.944
"1602",0.86,0.15,0.954
"1603",0.87,0.15,0.961
"1604",0.88,0.15,0.955
"1605",0.89,0.15,0.96
"1606",0.9,0.15,0.971
"1607",0.91,0.15,0.98
"1608",0.92,0.15,0.98
"1609",0.93,0.15,0.982
"1610",0.94,0.15,0.98
"1611",0.95,0.15,0.984
"1612",0.96,0.15,0.989
"1613",0.97,0.15,0.99
"1614",0.98,0.15,0.992
"1615",0.99,0.15,0.996
"1616",1,0.15,1
"1617",0,0.16,0.663
"1618",0.01,0.16,0.684
"1619",0.02,0.16,0.67
"1620",0.03,0.16,0.662
"1621",0.04,0.16,0.68
"1622",0.05,0.16,0.687
"1623",0.06,0.16,0.704
"1624",0.07,0.16,0.691
"1625",0.08,0.16,0.69
"1626",0.09,0.16,0.715
"1627",0.1,0.16,0.677
"1628",0.11,0.16,0.713
"1629",0.12,0.16,0.73
"1630",0.13,0.16,0.72
"1631",0.14,0.16,0.709
"1632",0.15,0.16,0.728
"1633",0.16,0.16,0.727
"1634",0.17,0.16,0.723
"1635",0.18,0.16,0.707
"1636",0.19,0.16,0.717
"1637",0.2,0.16,0.765
"1638",0.21,0.16,0.736
"1639",0.22,0.16,0.765
"1640",0.23,0.16,0.753
"1641",0.24,0.16,0.739
"1642",0.25,0.16,0.742
"1643",0.26,0.16,0.764
"1644",0.27,0.16,0.761
"1645",0.28,0.16,0.752
"1646",0.29,0.16,0.764
"1647",0.3,0.16,0.762
"1648",0.31,0.16,0.771
"1649",0.32,0.16,0.789
"1650",0.33,0.16,0.778
"1651",0.34,0.16,0.776
"1652",0.35,0.16,0.811
"1653",0.36,0.16,0.788
"1654",0.37,0.16,0.788
"1655",0.38,0.16,0.799
"1656",0.39,0.16,0.808
"1657",0.4,0.16,0.827
"1658",0.41,0.16,0.794
"1659",0.42,0.16,0.805
"1660",0.43,0.16,0.787
"1661",0.44,0.16,0.81
"1662",0.45,0.16,0.825
"1663",0.46,0.16,0.821
"1664",0.47,0.16,0.848
"1665",0.48,0.16,0.815
"1666",0.49,0.16,0.841
"1667",0.5,0.16,0.808
"1668",0.51,0.16,0.836
"1669",0.52,0.16,0.833
"1670",0.53,0.16,0.841
"1671",0.54,0.16,0.833
"1672",0.55,0.16,0.858
"1673",0.56,0.16,0.826
"1674",0.57,0.16,0.864
"1675",0.58,0.16,0.872
"1676",0.59,0.16,0.858
"1677",0.6,0.16,0.875
"1678",0.61,0.16,0.877
"1679",0.62,0.16,0.861
"1680",0.63,0.16,0.869
"1681",0.64,0.16,0.871
"1682",0.65,0.16,0.864
"1683",0.66,0.16,0.862
"1684",0.67,0.16,0.887
"1685",0.68,0.16,0.898
"1686",0.69,0.16,0.902
"1687",0.7,0.16,0.904
"1688",0.71,0.16,0.897
"1689",0.72,0.16,0.911
"1690",0.73,0.16,0.905
"1691",0.74,0.16,0.917
"1692",0.75,0.16,0.923
"1693",0.76,0.16,0.916
"1694",0.77,0.16,0.913
"1695",0.78,0.16,0.916
"1696",0.79,0.16,0.927
"1697",0.8,0.16,0.932
"1698",0.81,0.16,0.935
"1699",0.82,0.16,0.936
"1700",0.83,0.16,0.954
"1701",0.84,0.16,0.953
"1702",0.85,0.16,0.948
"1703",0.86,0.16,0.963
"1704",0.87,0.16,0.952
"1705",0.88,0.16,0.962
"1706",0.89,0.16,0.954
"1707",0.9,0.16,0.974
"1708",0.91,0.16,0.974
"1709",0.92,0.16,0.972
"1710",0.93,0.16,0.977
"1711",0.94,0.16,0.982
"1712",0.95,0.16,0.983
"1713",0.96,0.16,0.985
"1714",0.97,0.16,0.987
"1715",0.98,0.16,0.994
"1716",0.99,0.16,0.998
"1717",1,0.16,1
"1718",0,0.17,0.668
"1719",0.01,0.17,0.669
"1720",0.02,0.17,0.659
"1721",0.03,0.17,0.677
"1722",0.04,0.17,0.668
"1723",0.05,0.17,0.697
"1724",0.06,0.17,0.693
"1725",0.07,0.17,0.708
"1726",0.08,0.17,0.681
"1727",0.09,0.17,0.697
"1728",0.1,0.17,0.708
"1729",0.11,0.17,0.689
"1730",0.12,0.17,0.709
"1731",0.13,0.17,0.708
"1732",0.14,0.17,0.713
"1733",0.15,0.17,0.727
"1734",0.16,0.17,0.731
"1735",0.17,0.17,0.705
"1736",0.18,0.17,0.75
"1737",0.19,0.17,0.727
"1738",0.2,0.17,0.721
"1739",0.21,0.17,0.719
"1740",0.22,0.17,0.73
"1741",0.23,0.17,0.757
"1742",0.24,0.17,0.723
"1743",0.25,0.17,0.766
"1744",0.26,0.17,0.755
"1745",0.27,0.17,0.756
"1746",0.28,0.17,0.773
"1747",0.29,0.17,0.75
"1748",0.3,0.17,0.761
"1749",0.31,0.17,0.763
"1750",0.32,0.17,0.793
"1751",0.33,0.17,0.777
"1752",0.34,0.17,0.781
"1753",0.35,0.17,0.792
"1754",0.36,0.17,0.794
"1755",0.37,0.17,0.806
"1756",0.38,0.17,0.799
"1757",0.39,0.17,0.792
"1758",0.4,0.17,0.771
"1759",0.41,0.17,0.803
"1760",0.42,0.17,0.798
"1761",0.43,0.17,0.802
"1762",0.44,0.17,0.816
"1763",0.45,0.17,0.796
"1764",0.46,0.17,0.817
"1765",0.47,0.17,0.844
"1766",0.48,0.17,0.832
"1767",0.49,0.17,0.846
"1768",0.5,0.17,0.822
"1769",0.51,0.17,0.848
"1770",0.52,0.17,0.835
"1771",0.53,0.17,0.84
"1772",0.54,0.17,0.845
"1773",0.55,0.17,0.84
"1774",0.56,0.17,0.853
"1775",0.57,0.17,0.874
"1776",0.58,0.17,0.864
"1777",0.59,0.17,0.858
"1778",0.6,0.17,0.857
"1779",0.61,0.17,0.88
"1780",0.62,0.17,0.864
"1781",0.63,0.17,0.872
"1782",0.64,0.17,0.877
"1783",0.65,0.17,0.875
"1784",0.66,0.17,0.878
"1785",0.67,0.17,0.888
"1786",0.68,0.17,0.901
"1787",0.69,0.17,0.897
"1788",0.7,0.17,0.906
"1789",0.71,0.17,0.904
"1790",0.72,0.17,0.91
"1791",0.73,0.17,0.925
"1792",0.74,0.17,0.902
"1793",0.75,0.17,0.921
"1794",0.76,0.17,0.915
"1795",0.77,0.17,0.91
"1796",0.78,0.17,0.912
"1797",0.79,0.17,0.939
"1798",0.8,0.17,0.935
"1799",0.81,0.17,0.934
"1800",0.82,0.17,0.945
"1801",0.83,0.17,0.945
"1802",0.84,0.17,0.951
"1803",0.85,0.17,0.952
"1804",0.86,0.17,0.961
"1805",0.87,0.17,0.963
"1806",0.88,0.17,0.96
"1807",0.89,0.17,0.955
"1808",0.9,0.17,0.967
"1809",0.91,0.17,0.962
"1810",0.92,0.17,0.967
"1811",0.93,0.17,0.981
"1812",0.94,0.17,0.982
"1813",0.95,0.17,0.982
"1814",0.96,0.17,0.99
"1815",0.97,0.17,0.992
"1816",0.98,0.17,0.995
"1817",0.99,0.17,0.996
"1818",1,0.17,1
"1819",0,0.18,0.675
"1820",0.01,0.18,0.65
"1821",0.02,0.18,0.662
"1822",0.03,0.18,0.644
"1823",0.04,0.18,0.644
"1824",0.05,0.18,0.673
"1825",0.06,0.18,0.686
"1826",0.07,0.18,0.692
"1827",0.08,0.18,0.688
"1828",0.09,0.18,0.693
"1829",0.1,0.18,0.658
"1830",0.11,0.18,0.697
"1831",0.12,0.18,0.682
"1832",0.13,0.18,0.683
"1833",0.14,0.18,0.705
"1834",0.15,0.18,0.698
"1835",0.16,0.18,0.721
"1836",0.17,0.18,0.704
"1837",0.18,0.18,0.741
"1838",0.19,0.18,0.713
"1839",0.2,0.18,0.723
"1840",0.21,0.18,0.734
"1841",0.22,0.18,0.721
"1842",0.23,0.18,0.752
"1843",0.24,0.18,0.732
"1844",0.25,0.18,0.733
"1845",0.26,0.18,0.76
"1846",0.27,0.18,0.744
"1847",0.28,0.18,0.765
"1848",0.29,0.18,0.749
"1849",0.3,0.18,0.765
"1850",0.31,0.18,0.766
"1851",0.32,0.18,0.787
"1852",0.33,0.18,0.798
"1853",0.34,0.18,0.777
"1854",0.35,0.18,0.762
"1855",0.36,0.18,0.783
"1856",0.37,0.18,0.781
"1857",0.38,0.18,0.8
"1858",0.39,0.18,0.789
"1859",0.4,0.18,0.804
"1860",0.41,0.18,0.8
"1861",0.42,0.18,0.805
"1862",0.43,0.18,0.807
"1863",0.44,0.18,0.812
"1864",0.45,0.18,0.802
"1865",0.46,0.18,0.807
"1866",0.47,0.18,0.823
"1867",0.48,0.18,0.814
"1868",0.49,0.18,0.834
"1869",0.5,0.18,0.809
"1870",0.51,0.18,0.843
"1871",0.52,0.18,0.831
"1872",0.53,0.18,0.842
"1873",0.54,0.18,0.83
"1874",0.55,0.18,0.859
"1875",0.56,0.18,0.831
"1876",0.57,0.18,0.845
"1877",0.58,0.18,0.852
"1878",0.59,0.18,0.844
"1879",0.6,0.18,0.863
"1880",0.61,0.18,0.854
"1881",0.62,0.18,0.873
"1882",0.63,0.18,0.87
"1883",0.64,0.18,0.894
"1884",0.65,0.18,0.874
"1885",0.66,0.18,0.882
"1886",0.67,0.18,0.891
"1887",0.68,0.18,0.902
"1888",0.69,0.18,0.901
"1889",0.7,0.18,0.898
"1890",0.71,0.18,0.892
"1891",0.72,0.18,0.902
"1892",0.73,0.18,0.897
"1893",0.74,0.18,0.912
"1894",0.75,0.18,0.921
"1895",0.76,0.18,0.91
"1896",0.77,0.18,0.918
"1897",0.78,0.18,0.918
"1898",0.79,0.18,0.927
"1899",0.8,0.18,0.923
"1900",0.81,0.18,0.933
"1901",0.82,0.18,0.927
"1902",0.83,0.18,0.944
"1903",0.84,0.18,0.95
"1904",0.85,0.18,0.948
"1905",0.86,0.18,0.946
"1906",0.87,0.18,0.951
"1907",0.88,0.18,0.957
"1908",0.89,0.18,0.965
"1909",0.9,0.18,0.965
"1910",0.91,0.18,0.969
"1911",0.92,0.18,0.975
"1912",0.93,0.18,0.979
"1913",0.94,0.18,0.978
"1914",0.95,0.18,0.984
"1915",0.96,0.18,0.987
"1916",0.97,0.18,0.992
"1917",0.98,0.18,0.995
"1918",0.99,0.18,0.995
"1919",1,0.18,1
"1920",0,0.19,0.652
"1921",0.01,0.19,0.655
"1922",0.02,0.19,0.681
"1923",0.03,0.19,0.681
"1924",0.04,0.19,0.664
"1925",0.05,0.19,0.666
"1926",0.06,0.19,0.672
"1927",0.07,0.19,0.692
"1928",0.08,0.19,0.694
"1929",0.09,0.19,0.701
"1930",0.1,0.19,0.694
"1931",0.11,0.19,0.695
"1932",0.12,0.19,0.696
"1933",0.13,0.19,0.698
"1934",0.14,0.19,0.667
"1935",0.15,0.19,0.708
"1936",0.16,0.19,0.694
"1937",0.17,0.19,0.726
"1938",0.18,0.19,0.735
"1939",0.19,0.19,0.722
"1940",0.2,0.19,0.731
"1941",0.21,0.19,0.728
"1942",0.22,0.19,0.74
"1943",0.23,0.19,0.728
"1944",0.24,0.19,0.745
"1945",0.25,0.19,0.749
"1946",0.26,0.19,0.741
"1947",0.27,0.19,0.745
"1948",0.28,0.19,0.74
"1949",0.29,0.19,0.751
"1950",0.3,0.19,0.759
"1951",0.31,0.19,0.775
"1952",0.32,0.19,0.759
"1953",0.33,0.19,0.726
"1954",0.34,0.19,0.774
"1955",0.35,0.19,0.774
"1956",0.36,0.19,0.787
"1957",0.37,0.19,0.785
"1958",0.38,0.19,0.772
"1959",0.39,0.19,0.78
"1960",0.4,0.19,0.807
"1961",0.41,0.19,0.79
"1962",0.42,0.19,0.797
"1963",0.43,0.19,0.821
"1964",0.44,0.19,0.82
"1965",0.45,0.19,0.813
"1966",0.46,0.19,0.809
"1967",0.47,0.19,0.82
"1968",0.48,0.19,0.815
"1969",0.49,0.19,0.813
"1970",0.5,0.19,0.846
"1971",0.51,0.19,0.826
"1972",0.52,0.19,0.827
"1973",0.53,0.19,0.86
"1974",0.54,0.19,0.834
"1975",0.55,0.19,0.852
"1976",0.56,0.19,0.862
"1977",0.57,0.19,0.851
"1978",0.58,0.19,0.849
"1979",0.59,0.19,0.857
"1980",0.6,0.19,0.902
"1981",0.61,0.19,0.868
"1982",0.62,0.19,0.881
"1983",0.63,0.19,0.883
"1984",0.64,0.19,0.874
"1985",0.65,0.19,0.883
"1986",0.66,0.19,0.881
"1987",0.67,0.19,0.885
"1988",0.68,0.19,0.901
"1989",0.69,0.19,0.905
"1990",0.7,0.19,0.891
"1991",0.71,0.19,0.906
"1992",0.72,0.19,0.909
"1993",0.73,0.19,0.912
"1994",0.74,0.19,0.906
"1995",0.75,0.19,0.923
"1996",0.76,0.19,0.927
"1997",0.77,0.19,0.921
"1998",0.78,0.19,0.931
"1999",0.79,0.19,0.925
"2000",0.8,0.19,0.943
"2001",0.81,0.19,0.938
"2002",0.82,0.19,0.936
"2003",0.83,0.19,0.947
"2004",0.84,0.19,0.95
"2005",0.85,0.19,0.953
"2006",0.86,0.19,0.949
"2007",0.87,0.19,0.958
"2008",0.88,0.19,0.965
"2009",0.89,0.19,0.969
"2010",0.9,0.19,0.951
"2011",0.91,0.19,0.97
"2012",0.92,0.19,0.974
"2013",0.93,0.19,0.976
"2014",0.94,0.19,0.976
"2015",0.95,0.19,0.98
"2016",0.96,0.19,0.983
"2017",0.97,0.19,0.983
"2018",0.98,0.19,0.995
"2019",0.99,0.19,0.996
"2020",1,0.19,1
"2021",0,0.2,0.658
"2022",0.01,0.2,0.655
"2023",0.02,0.2,0.644
"2024",0.03,0.2,0.662
"2025",0.04,0.2,0.666
"2026",0.05,0.2,0.658
"2027",0.06,0.2,0.669
"2028",0.07,0.2,0.696
"2029",0.08,0.2,0.701
"2030",0.09,0.2,0.679
"2031",0.1,0.2,0.695
"2032",0.11,0.2,0.675
"2033",0.12,0.2,0.684
"2034",0.13,0.2,0.707
"2035",0.14,0.2,0.705
"2036",0.15,0.2,0.68
"2037",0.16,0.2,0.698
"2038",0.17,0.2,0.687
"2039",0.18,0.2,0.711
"2040",0.19,0.2,0.701
"2041",0.2,0.2,0.717
"2042",0.21,0.2,0.699
"2043",0.22,0.2,0.71
"2044",0.23,0.2,0.729
"2045",0.24,0.2,0.728
"2046",0.25,0.2,0.727
"2047",0.26,0.2,0.744
